Comment,Author
乾以為是八卦板 …,Agdanpanda
樓上笑死,YSae9
笑死 先推不然有人以為我看不懂,klub
小菸政績+1,IokUdiefirst
上課認真的好老師,jeff40108
推,JPGstar
推 被動參選,olmtw
推,joseph40
推,y12544
少了發大財,chaoannricar
我跟你談中大 你跟我談台大?,pttnowash
被動參選 被動推,jzoethai
可能有,saturday5566
可能沒有,p456801
介於有跟沒有之間,xhakiboo
薛丁格的訂閱,thejackys
沒有人觀測到到底有沒有訂閱,whatzup1124
沒有，但有老師有自己買。API Key有限資料量，不能愛抓,Glamsight
多少抓多少。真心勸你自己手動全撈。,Glamsight
管院可能有,Peter521
覺得不推(？)菜色還好，也吃不飽。還有千萬別選白飯。,smithjack
台科的希臘料理好像倒了QQ,luchiwei
價格都在85以下然後D餐90元(?,tryptochan
讚,YSae9
明天去試吃,nomed
現在比較常吃素食,a031405
推,saturday5566
跟台科賣一樣的東西量少就算了還多5元,jason90814
噁爆超油,Maineee
覺得好吃，但吃不飽,heypostcard
學餐幹嘛賣這麼貴 是要家境不好的學生吃土嗎？,marsonele
112校方: 賺錢重要啊 家境不好的可以去申請獎學金啊,kingwilly71
台科那家倒了 ？！我覺得很好吃欸,Agdanpanda
油到美國都要打過來了,j8508241
超貴份量超少超級油,Davos
難吃好嗎 分量少到我以為是小學學餐,IokUdiefirst
一主二副 記得85還多少 盤,IokUdiefirst
這讓我想起了被桶餐支配的恐懼,DH0617
牛肉配三色豆= =,wesley818
推八樓,neyiat
推東西好吃 我都選白飯耶 才不會油上加油,fish1919
我猜撐不了太久,aquariuschi
晚上去吃 真的超級油 不過可能外國人吃比較習慣,maozz
人超多,taylor0607
超難吃又貴 傻眼..,ricky1207
看起來有點油，校內餐廳油鹽少放一些賣便宜一點不是很好嗎,eldar
素食超級難吃但很便宜,hoos891405
油到美國打過來xddddd,LF25166234
覺得很貴又吃不飽....,duodio
素食只是清淡 比這個油膩膩的好多啦,kingwilly71
有夠糞 一堆澱粉成本超低菜超少超不健康,fly168
根本早餐鐵板麵,Haha321
台科倒了？那家滿好吃的耶,a1chemy
不就台科三餐那間,deltz
蚖楔F啦,saturday5566
太遠了啦,saturday5566
你下次點湯麵加大,deltz
從中午飽到晚上,deltz
網咖啦,star07
小慧到底是幾點開阿 寫12點準時到也一堆人…,okitoki813
12.R,deltz
大力西點麵包,orznge
可能登錄了啥但不公布？,olmtw
那個應該只有修改課程功能或模板才會更新。,Jelos
應該沒有吧==,humorchou
我認識的有喔,charlie1667
登入次數24就在發廢文,thenolet
大家都選家教，你就不去飲料店了嗎,alan23273850
都有吧 又不是每個人都找得到家教,maozz
飲料店也很爽啊，店員不是都可以打折買，或打烊開送,fafeiwen
ntu點,NTUSTDYU
可以爽喝飲料為什麼不要,NomeL
喝一喝時薪就翻倍了,NomeL
我就是啊......在台大十年就做十年飲料店,smile12372
校內打工也是158啊，不過現在想想真後悔,greywagtail
台大生,b03902123
不想接家教有錯咪,a9075a9075
口才廢到笑 不敢當家教誤人子弟,a58524andy
就是我喇嘻嘻…嘻…嗚嗚嗚,a58524andy
廢文滾,sean8511
一進來就滑倒==,mHRUed
可憐哪,lukemarley
廢文週 給你個讚,IokUdiefirst
臭死 有夠難看,chun10396974
XD,maozz
歡迎,cuteSquirrel
台大專屬廢文周QQ,taipoo
不清楚QQ,loserfeizie
打電話或寄信去計中問一下吧,softlifafa
"之前我的信箱就被清空了，雖然有公告但沒看到,欲哭無淚.",eastwing
119學生：我讀頂大,FXW11314
116學生：我讀四大,FXW11314
114學生：我讀清交,FXW11314
113學生：我讀交清,FXW11314
112學生：我讀學店,FXW11314
無罪推定翻車囉哈哈,Friend5566
更 之前那個垃圾帳號狂推文 只有我說先不推看法院打臉,pttnowash
請問有誰打包票這次事件一定進得了法院的？若可能受害人,aarzbrv
自己手上的證據不足或的確編故事，說不定在校內或檢方就,aarzbrv
這邊有個誤區，台大女不一定是電機女。,rogergon
被打槍了也有可能，除非又冒出其他人或涉嫌教師在批踢踢,aarzbrv
婚後多次邀約異性交往出遊之事被查屬實吧？,aarzbrv
回rogergon：也可能是三校聯盟有資格選課的學生。,aarzbrv
vbhook還在不知道會說什麼,jason90814
某位碩士生該出面解釋了吧,SWORDKISS
羅生門了,b10130034
樓上說清楚喔 有卦快爆,lobabun
出櫃就不會被說性騷擾嗎,FuruyaRei
6樓不是說沒力氣推文？還是護航的很勤快呢,BigHurt
高調,aure0914
yellow有掛？,daye87
#我們都是台大郎,jhct110
這個女孩的發言，感覺背後有龐大壓力迫使她這樣講話的,eduishappy
@taipoo(eduishappy)錢奴天子有見的,celtics1997
有卦 卡,prettypaty
血流成河啦 我是說那女學生自己血流成河跟某疊字一樣www,jzoethai
順便問個一開始只有置板凳看戲的觀眾不算搭上失智列車吧,jzoethai
沒有性侵 沒有性病 推論之後不就是 有OOXX,jungKK
根本就沒翻轉啊 女生是有說謊 但是一些指控根本還說坐實了,jungKK
怎麼做實？,xBox1Pro
這樣子只會讓人不想關注這新聞,xBox1Pro
洗白教授的新聞一堆，原文都沒新聞哈哈,NomeL
所以有沒有打炮?,yangyu
樓上我就問你為什麼女學生知道沒有性病,jungKK
不要再TAIDA了,ciswww
TAIDA也是臺大有正式註冊申請的商標喔！,rabbit9144
不要再用那個商標了,ciswww
....怎麼感覺是徵友文...而且是徵友特殊族群@@,pttnowash
b99猛,pig8409
這人魚線蠻厲害的,jaids
好猛,jerryh612
推一個有心,FHShih
哪有徵什麼友,steve1012
痾 教授徵學生 然後PO一堆裸上身的秀肉圖 這樣妥嗎...,starsnight
太巨了吧…,CK0663
教授也是人 我是覺得這樣Po沒什麼不妥的,a22735557
這是在幫老濕徵友還是招學生,elve7878
B99已經當助理教授也太猛……,tom282f3
什麼年代 裸上身怎麼了,r81810
b99也30了吧 怎麼就最年輕了,WengeKong
推學長研究超猛，一年好幾篇頂會，講話也很風趣，想認真做研,skgg
究學東西大推。,skgg
一般去美國唸完博至少也28.29 很少人直接回台大當教授吧,AHEAD099
為啥不講南加大博士就好了，南加大沒有那麼沒名吧。,AllenHuang
陳縕儂好像也是這個年紀就當助理教授,patricktu
系排學長 超猛,henry1915
幹這個好好笑，推一下,gloriosa
有b98在成大當教授 也有念回來在中研院做研究的 這個年,marsonele
紀差不多博士唸完 只是唸完直接回來的人很少,marsonele
這個屁股我可以,smile12372
你是在徵友還是徵學生XDDD,rabbitcheaty
裸上身錯了是不是www 沒想到台大居然還有這種言論,debaucher
學長可以團報健身中心課程嗎,douge
推推 真的是很會做研究的人,AAAWhoAmI
推,rickielu
跟直播看到炸學校放校歌和各種奇葩BGM那邊真的敲好笑,jzoethai
兩小時誰要看 剪個highlight或上個時間碼喇,tom282f3
有台大烤肉man嗎,daye87
對不起,xzero000
上來發文有用的話樓下自肛,charlie1667
貼交流板的話只會得到報時資訊,AllenHuang
18:20 剛吃完晚餐,KurtZouma
去跟他說啊,FuruyaRei
會不會是從總圖後走過去的那群，還拿著壓克力板 有夠吵,Soodesu
今天來學校感覺很多營隊,how870927
21：31 剛打完麻將,CKTetris
21:32剛睡醒,thenolet
去跟他說啊跟我說幹嘛.jpg,BASEGO
樓下支援卒仔.jpg,Pygarnet11
06:37起床要去考研 乾,honeypeanut
很多營隊仔進社科院連一樓到二樓都要搭電梯 或二樓到三,aa85720tw
樓：）,aa85720tw
哪來的猴子,aure0914
真的吵,Akkusaii3741
http://i.imgur.com/au1b4kX.jpg ???????,howard0113
違反使用用途了吧XD,leewo
現在總圖已經開放校外人士換證了，加上期刊就算是校內,Weiyu0320
人士也不能借出；如果借用校友證被櫃檯人員抓到，還會,Weiyu0320
被違規記點。建議您還是用換證的方式入館查資料比較好,Weiyu0320
喔,Weiyu0320
被抓到冒用是直接禁入館半年哦,allsame
賴柏瑞呢,lobabun
怎麼會覺得這種東西可以借,tryptochan
建議是不要啦,amsjay0829
88,zzzz8931
你不如租正牌校友進去圖書館用直播遙控做研究,gruenherz
時薪兩千應該連現役台大女子大生都會搶著應徵,gruenherz
換證就進得去,swyoung
不只違反版規,aa871220
出租校友,Apache
現在校外人士可以直接進了嗎,ms0286415
不只違反版規，直接違反校規，快笑死,nahsnib
2000 會有人願意冒險嗎？,zzzz8931
捐2000比特幣給圖書館好了 萬事皆可喬,gruenherz
小包 我要進來了,johnny1300
因為台大是國立大學 納稅人的錢,daffodils
因為是公園啊,Samia04
台大生要學會寬容，關懷社會及周邊的人,ht91008
為什麼不能設黑名單或不受歡迎名單？,saiulbb
台大生那麼有錢，被偷一下就唉唉叫，真沒同理心.....,yahoo168
我不認為他有納稅啦,AHEAD099
本校學生違規兩次就不能進館…,deanstev
台大有他必須承擔的社會責任 不可能置身世外 沒繳稅金的小,SSCSFE
孩們是不會懂的吧 /s,SSCSFE
回樓上上，本校沒有不能進館吧？還是你是說自習室？,Weiyu0320
事實上，只要買東西有拿發票就是有繳稅了,verdandy
禁止竊盜犯進入圖書館跟使用稅金的公立大學有啥關係,stewardship
？！,stewardship
該禁就要禁吧！,stewardship
有些人是在反串嗎 ……,Agdanpanda
哪位，有圖ㄇ,Glamsight
小包：累積了一個暑假的量，讓我看看偷了多少,aure0914
我有納稅 能自由進入總統府跟總統官邸嗎...,micbrimac
台大學生或教職員在總圖規範上沒法禁止入館，只能暫停借,Lupin97
書權利。不清楚是否有個案特別處理的案例;禁止入館基本只,Lupin97
針對校外人士,Lupin97
http://www.lib.ntu.edu.tw/node/98,Lupin97
因為地點是總圖三樓，因此適用上述連結，自習室另有禁止,Lupin97
入室的獨立規範，該部分才有暫時禁止學生使用的規則,Lupin97
https://www.lib.ntu.edu.tw/node/122,Lupin97
賴柏瑞只會官腔說他們會多加注意啦,NTUMED1122
官腔笑死,messi5566
台大價值,a031405
老包身上經常有股味，如果有人快被偷應該很容易發現吧？,aarzbrv
好,TwinkyLee
錢,AprilMight
推,IllMOR
推,Km2115w
推,stage8888
主委有沒有價錢,ht91008
錢,tom282f3
給錢,KH21
好,michael7201
推,elvis2018
錢,pipi8696044
錢,jameslin0214
錢,phys5566
推,rippleofmoon
推,anderson532a
好,AUGnebulaUGA
推,john3008
推,goodjee
錢,Moudarish
好,SSCSFE
好,laitao
推,thenolet
ok,LILEM
推,chun10396974
不管，$,chaoannricar
$,WengeKong
《ＩＤ暱稱》Sibelius26 (SaM)《經濟狀況》清寒,WengeKong
清寒發1000p 騙軌,WengeKong
錢,fan74
推推推,ann141414
推,magicicada06
清寒推,shushu0820
推啦,jacky11137
錢,LivingLouder
推,ineedpeepee
錢,whatzup1124
推,hippo130
經濟情況是清寒 是要發空氣膩,aquariuschi
?,Floweyflower
好,peanut910013
推,yanchi030
好,QQ138
推,ckhshooligan
你說得有道理 那我退選 你可以開始發錢了,Imotucc
發錢,Klaus337
錢,emilylyh
好,prettypaty
錢錢,typangpang
推,divaxxxx
好,jmeng
推,a29985816
推,birka1222
推,lous20940
錢,unmolk
好,popolol
推,cc41413
推,dclmjrf
推,AMartial
推,peavy1128
推,perry100803
推爆,jason90814
推,anomic24
推,will4ni
推,stareat
推,cuteemo
錢,cwh0105
推,aassdd926
錢,hank6797
推,theperfect
錢,PCSH120
錢,kevin1212
錢錢！,W30JL
錢,chung0817
好,greywagtail
我是不相信你會發1000批啦,lchun123
男人的嘴 騙人的鬼,ann141414
錢,NTUMED1122
推,CyanMask
錢,onc9tez
錢,e2167471
推,Jimmy030489
清寒 看你到時候怎麼唬爛,jimmydabang
錢,ccccccccccc
推,misomochi
錢,revorea
推,chein17
推,sh3312037
推,Sashacx
好啊,scuderia3
錢,jack91303
推,mirrordream
推,olmtw
推,heypostcard
推,saviorw16
推,mmm87963
錢,jovialthy02
推,DaJoJo
錢,cbnxhdfr
推,Joseph0930
1,espeon0474
錢,excusezmoi
wow,shibasun
推,star07
好,Lostinthecho
XD,zzzz8931
笑死,RedArmy95
錢,jun059
推,panziyu
推,buiseov
清寒 到時候你是買幣來發嗎,stcr3011
好！！！,KuonjiArisu
推,ClannadGood
好,eusebius
好,linushung
推,ganhua
好 來,XIIIXXI
笑死,akaToolMan
推,jeff20085501
推,cakeman1212
8591大戶？,Ofianse
推,Shepherd112
推,steviewonder
錢,delicatelock
$$,Syndi
推,doubleC9sun
哪來的幣,MidtermGG
卡,circlewind
推,ocean33
推,syoboon1994
推,s871526117
笑死 推,chocy0909
好,Poincare
推,KeterAW
錢,isKappa
備份,fafeiwen
推,paranoid0911
推,FREDER0CK
記得發錢,carl2003
笑死,jerryh612
推,yuannnnn
推,kegowames
推,FuruyaRei
推,PointGod
推,Fedezlol
好,sanyu1010
真假?,FHShih
錢,daniel880123
卡,IsonaEi
箭頭，希望不會成為意圖使人不當選的騙局,hsuzchan
錢,tim03090309
$,yaaaaaaaabi
推,jwoahlnl
錢,LoserasME
推,HugoBoss
兩個都賄選，有差ㄇ,DH0617
好,BASEGO
Push!!,pttdouble
先推,mbelieve
好,a548701487
錢,zxcv200298
推,aa85720tw
好,how870927
發不出錢 就別再那邊說大話,saturday5566
好,a21096
錢,chubby31190
$,huachs
錢,whenhowxyz12
錢,ravenclue
真假啦推,znling
推,j8508241
好,xhakiboo
國王的P幣,HeDroptheBal
推,FrankL886
錢,smile12372
推,xu324
推,hanofcksh
推,wilber92125
錢,jason3610
現在開始去捐分離術的血還來得及R 給錢ㄛ,AprilMight
好,bg2305z
好,jnl8854
推,Imfrom420
推,aodr94
錢,jui0229
錢,kotarogood
推,samnel1234
錢,ilanjoy
推,gmnxix
好,deltz
推,pokemonmen
好,caii7871
錢,MHchi11
說到要做到餒,j8508241
推,kyrie77
推,Volibear
清寒騙臺大生推那麼容易?,WuhanWinnie
《經濟狀況》清寒,AllenHuang
錢,Samia04
錢,Hollowmoon
有錢真好,wanderercdru
來,canusmile822
錢,Akirachiu
排,andylin222
推,aure0914
推,jonathan1108
推文,zxnstu3104
給我錢,kagrawc
來,ZengMaktub
推,Patrick543
推,Peter521
推,jtsu5223
推,ntubuta
坐等清寒發錢,CKTetris
推,jasonliao89
推,Pygarnet11
$,rabbitguard
推,claudia0820
推,sunA350
錢,SE010
錢,huangci
錢,sdsoknife
推,amport625
謝,handfox
推,ulin
"媽 我在這! 韓國X X英文 馬X9 ... 可以說""選上後發錢""嗎",fun5566
推,zazaouo
好,wadewade333
推推,Jikoo
好,hecate4967
推,joannhte
I i,harry9277180
錢,hank850503
錢,zqAI3yGOAT
清寒,junior8858
推,imagine155
推,jzoethai
捐一次血可以換2500p幣，樓主多有愛心~~,mage594088
推,sharonjpn
推,FiveMoonSky
好,kevin81005
good,massaget
謝了,chin0527
推,daniel363732
錢,davidggwang
好,pzboy
推,jasonlee1119
ㄒ,GGFACE
推,samuel8746
推,softlifafa
動算,lf2net109
推,Blueskyc
推,yeh76385
推,mickey21
錢,bennyhuang97
推,wurandaulf
好,NomeL
推,b04605067
錢,karta1119371
錢,jimmy40124
推,GraceMa
錢,sytp870611
錢,d970306
推,cjiajia973
推,Longder
耶,a895442006
清寒?,NTUhypocrite
推,transferlife
推,wexu
推,FTWoIoq
推,MinionFans
《經濟狀況》清寒，去挖礦嗎？,aarzbrv
錢,j2974301
推！,Qmaophilly
推,Dpstrike
錢,kkooptt2
Imotucc OK 你可以開始發錢了,Imotucc
推,apple8839
推,tnecniv0804
錢！,roy870907
錢,wildcat5566
來,NCTULaoda
好,jackbiocat
試試看,DonDonYueh
卡,snowbag512
$$,Ptt911
卡,Snymhgy
錢,plmck
錢,dannyko
推,a000001g
推,clw6201
謝謝,iwtes
說到做到哦,nimab
推,charliebitme
推,NovaViVa
推,meishiln
推,fish3223
每推1000p = =,skyHuan
推 給我$$,skyHuan
每推？！,isorange
狗爬錢,Wayne0933
錢,ssd860505da
推,dodolalee
錢,thejackys
推,mlb93525
...,b10007034
好,nutta
清寒,hmenri
錢,MARSCAT
剪成可以跟香香妹子講話的樣子,ann141414
說要和公館彭于晏一樣帥,cuteSquirrel
台大動物園猴子區,jason90814
在啦,lf2net109
有人在昆蟲系教授過世消息的文章留言嘲諷說沒討論點該,procaryote
刪 然後仇恨值就炸開了,procaryote
美食時光,stereopony
說真的一直看到那個人的廢文也蠻不爽的,jason90814
就一群可撥邊緣人整天發廢文 發到自己打成一團 可憐,NTUwhore
